SHOP_WEEK;SHOP_DATE;SHOP_WEEKDAY;SHOP_HOUR;QUANTITY;PROD_CODE;PROD_CODE_10;PROD_CODE_20;PROD_CODE_30;PROD_CODE_40;CUST_CODE;seg_1;seg_2;BASKET_ID;BASKET_SIZE;BASKET_PRICE_SENSITIVITY;BASKET_DOMINANT_MISSION;STORE_CODE;STORE_FORMAT;STORE_REGION;SPEND;BASKET_TYPE;SHOP_HOUR_GROUP
200709;2007-04-27;Friday;11;1;PRD0904659;CL00046;DEP00012;G00004;D00002;CUST0000123732;CT;AT;994105500250255;L;MM;Mixed;STORE00138;LS;E02;1,84;Full Shop;Afternoon
200643;2006-12-20;Wednesday;14;1;PRD0901740;CL00033;DEP00008;G00004;D00002;CUST0000868963;BG;CZ;994103700843854;L;MM;Fresh;STORE02797;LS;S03;2,09;Top Up;Evening
200719;2007-07-06;Friday;13;3;PRD0901532;CL00005;DEP00002;G00001;D00001;CUST0000569236;BG;CZ;994106500549151;L;UM;Fresh;STORE01365;MS;E01;2,91;Full Shop;Evening
200747;2008-01-17;Thursday;13;1;PRD0902516;CL00087;DEP00025;G00008;D00002;CUST0000207446;BG;BU;994109300285061;L;MM;Fresh;STORE01037;LS;N01;1,51;Full Shop;Evening
200705;2007-03-28;Wednesday;21;1;PRD0901265;CL00030;DEP00008;G00004;D00002;CUST0000630396;BG;;994105100575476;L;LA;Fresh;STORE02451;XLS;S03;2,05;Top Up;Night
200732;2007-10-05;Friday;13;1;PRD0903405;CL00076;DEP00022;G00007;D00002;CUST0000857851;BG;BU;994107800726609;S;MM;Fresh;STORE00377;LS;W03;3,23;Small Shop;Evening
200751;2008-02-15;Friday;13;1;PRD0900517;CL00005;DEP00002;G00001;D00001;CUST0000035711;CT;BU;994109700190106;L;MM;Mixed;STORE01990;LS;E03;1,02;Full Shop;Evening
200621;2006-07-20;Thursday;17;1;PRD0903459;CL00065;DEP00019;G00007;D00002;CUST0000714486;CT;AT;994101500646468;L;MM;Mixed;STORE01458;LS;N03;0,47;Top Up;Evening
200724;2007-08-11;Saturday;13;7;PRD0903678;CL00222;DEP00076;G00023;D00005;CUST0000216494;BG;BU;994107000317430;L;UM;Fresh;STORE02286;LS;W03;0,07;Top Up;Evening
200712;2007-05-17;Thursday;19;1;PRD0903052;CL00031;DEP00008;G00004;D00002;CUST0000798593;CT;;994105800682669;L;MM;Mixed;STORE02426;LS;S02;1,14;Top Up;Night
200619;2006-07-03;Monday;14;1;PRD0901265;CL00030;DEP00008;G00004;D00002;CUST0000744412;AZ;BU;994101300633578;M;MM;Fresh;STORE00531;LS;S03;1,62;Small Shop;Evening
200701;2007-03-02;Friday;10;3;PRD0903678;CL00222;DEP00076;G00023;D00005;CUST0000228152;AZ;AT;994104700307333;M;XX;XX;STORE02232;MS;E03;0,03;XX;Afternoon
200622;2006-07-28;Friday;16;1;PRD0900830;CL00043;DEP00011;G00004;D00002;CUST0000903900;CT;FN;994101600751501;L;UM;Fresh;STORE00879;MS;N03;0,97;Top Up;Evening
200615;2006-06-11;Sunday;21;1;PRD0903052;CL00031;DEP00008;G00004;D00002;CUST0000014800;BG;BU;994100900181287;L;UM;Fresh;STORE00140;LS;W02;0,75;Top Up;Night
200733;2007-10-11;Thursday;10;1;PRD0904226;CL00136;DEP00048;G00013;D00003;CUST0000899197;BG;CZ;994107900745134;L;UM;Fresh;STORE00150;LS;S02;1,11;Top Up;Afternoon
200814;2008-05-29;Thursday;21;1;PRD0900376;CL00076;DEP00022;G00007;D00002;CUST0000224537;CT;AT;994111200314976;L;MM;Mixed;STORE02750;LS;W02;1,17;Full Shop;Night
200813;2008-05-25;Sunday;21;1;PRD0903275;CL00079;DEP00022;G00007;D00002;CUST0000804285;CT;AT;994111100690445;M;UM;Grocery;STORE00485;MS;S03;0,74;Small Shop;Night
200640;2006-12-01;Friday;18;3;PRD0902746;CL00150;DEP00052;G00015;D00003;CUST0000468625;BG;DI;994103400463858;L;MM;Mixed;STORE01794;LS;W01;7,95;Full Shop;Evening
200704;2007-03-19;Monday;21;18;PRD0902289;CL00154;DEP00052;G00015;D00003;;;;994105000065580;L;MM;Grocery;STORE01007;XLS;W01;8,82;Top Up;Night
200707;2007-04-13;Friday;20;1;PRD0901505;CL00014;DEP00004;G00003;D00001;CUST0000758949;BG;BU;994105300644798;M;UM;Fresh;STORE01016;LS;E01;0,82;Small Shop;Night
200621;2006-07-17;Monday;16;1;PRD0903159;CL00081;DEP00023;G00007;D00002;;;;994101500162268;L;UM;Fresh;STORE00076;LS;N02;4,26;Top Up;Evening
200806;2008-04-05;Saturday;21;1;PRD0901887;CL00063;DEP00019;G00007;D00002;CUST0000108113;CT;BU;994110400215930;M;MM;Fresh;STORE02312;LS;E03;0,86;Small Shop;Night
200749;2008-02-02;Saturday;17;1;PRD0902000;CL00069;DEP00020;G00007;D00002;CUST0000482578;AZ;DI;994109500467504;L;LA;Mixed;STORE02872;LS;S01;0,77;Full Shop;Evening
200729;2007-09-13;Thursday;14;1;PRD0903256;CL00063;DEP00019;G00007;D00002;CUST0000597213;CT;BU;994107500561457;S;MM;Fresh;STORE02245;LS;W02;0,34;Small Shop;Evening
200819;2008-07-01;Tuesday;15;1;PRD0901515;CL00063;DEP00019;G00007;D00002;;;;994111700071272;S;MM;Fresh;STORE01637;LS;S03;0,56;Small Shop;Evening
200634;2006-10-22;Sunday;20;3;PRD0903665;CL00103;DEP00035;G00010;D00003;CUST0000252365;CT;AT;994102800320739;L;MM;Mixed;STORE02158;LS;W02;0,54;Top Up;Night
200613;2006-05-23;Tuesday;13;1;PRD0902310;CL00070;DEP00020;G00007;D00002;CUST0000140492;BG;DI;994100700245532;L;UM;Mixed;STORE00076;LS;N02;0,46;Full Shop;Evening
200707;2007-04-10;Tuesday;18;3;PRD0904366;CL00079;DEP00022;G00007;D00002;CUST0000374753;CT;BU;994105300403154;L;MM;Fresh;STORE02899;XLS;N03;3,75;Full Shop;Evening
200709;2007-04-26;Thursday;18;1;PRD0904988;CL00214;DEP00071;G00022;D00005;CUST0000469579;CT;CZ;994105500474006;M;MM;Mixed;STORE00936;LS;N01;0,28;Small Shop;Evening
200717;2007-06-19;Tuesday;21;1;PRD0901738;CL00204;DEP00068;G00022;D00005;;;;994106300105616;L;MM;Mixed;STORE01253;LS;W02;1,32;Top Up;Night
200751;2008-02-14;Thursday;14;1;PRD0900494;CL00023;DEP00008;G00004;D00002;CUST0000073490;CT;CZ;994109700214990;M;UM;Fresh;STORE01631;MS;W03;0,59;Top Up;Evening
200718;2007-06-27;Wednesday;19;1;PRD0901068;CL00058;DEP00016;G00006;D00002;CUST0000459669;CT;BU;994106400473506;L;MM;Fresh;STORE02451;XLS;S03;3,7;Top Up;Night
200703;2007-03-18;Sunday;17;1;PRD0903110;CL00164;DEP00055;G00016;D00003;CUST0000827798;BG;AT;994104900713872;M;UM;Mixed;STORE00765;LS;E01;0,43;Small Shop;Evening
200709;2007-04-24;Tuesday;18;1;PRD0901007;CL00073;DEP00021;G00007;D00002;CUST0000224090;AZ;;994105500315331;L;MM;Mixed;STORE01443;SS;E02;1,49;Full Shop;Evening
200626;2006-08-26;Saturday;18;1;PRD0904887;CL00041;DEP00011;G00004;D00002;;;;994102000076089;L;LA;Fresh;STORE01650;SS;W01;1,02;Full Shop;Evening
200648;2007-01-27;Saturday;8;1;PRD0901441;CL00079;DEP00022;G00007;D00002;CUST0000992706;CT;FN;994104200784434;M;UM;Fresh;STORE01602;LS;N01;2,31;Small Shop;Afternoon
200609;2006-04-30;Sunday;16;1;PRD0902005;CL00038;DEP00010;G00004;D00002;CUST0000357420;AZ;BU;994100300383245;L;LA;Mixed;STORE02450;LS;N02;0,51;Full Shop;Evening
200628;2006-09-08;Friday;21;3;PRD0900006;CL00103;DEP00035;G00010;D00003;;;;994102200121333;L;MM;Grocery;STORE00844;LS;N01;0,66;Top Up;Night
200646;2007-01-08;Monday;8;1;PRD0900173;CL00045;DEP00011;G00004;D00002;CUST0000746993;BG;AT;994104000615303;L;UM;Fresh;STORE00992;LS;N02;2,15;Top Up;Afternoon
200620;2006-07-16;Sunday;12;1;PRD0900312;CL00067;DEP00019;G00007;D00002;CUST0000335722;AZ;DI;994101400383858;L;LA;Fresh;STORE01113;LS;W02;0,49;Full Shop;Afternoon
200633;2006-10-14;Saturday;14;1;PRD0903921;CL00100;DEP00033;G00009;D00002;CUST0000916269;BG;AT;994102700733518;M;MM;Fresh;STORE01978;LS;N02;3,59;Top Up;Evening
200742;2007-12-13;Thursday;12;1;PRD0903473;CL00014;DEP00004;G00003;D00001;CUST0000745289;AZ;FN;994108800650739;M;LA;Fresh;STORE00004;MS;E03;0,15;Top Up;Afternoon
200812;2008-05-14;Wednesday;12;1;PRD0901590;CL00022;DEP00007;G00003;D00001;CUST0000722219;CT;BU;994111000638257;L;UM;Fresh;STORE02138;LS;E03;4,2;Top Up;Afternoon
200751;2008-02-12;Tuesday;19;1;PRD0902448;CL00169;DEP00056;G00017;D00004;CUST0000332643;AZ;DI;994109700385155;M;UM;Mixed;STORE00412;SS;S01;0,47;Small Shop;Night
200816;2008-06-09;Monday;17;1;PRD0900415;CL00040;DEP00010;G00004;D00002;CUST0000370963;AZ;;994111400408577;L;LA;Fresh;STORE02156;LS;S01;0,7;Top Up;Evening
200725;2007-08-15;Wednesday;8;1;PRD0904945;CL00001;DEP00001;G00001;D00001;CUST0000261575;CT;EQ;994107100340875;S;LA;Mixed;STORE02492;LS;S03;1,25;Small Shop;Afternoon
200612;2006-05-18;Thursday;21;1;PRD0903101;CL00075;DEP00022;G00007;D00002;CUST0000310344;AZ;EQ;994100600353600;L;LA;Mixed;STORE02161;LS;S02;0,97;Full Shop;Night
200814;2008-05-26;Monday;14;1;PRD0902469;CL00100;DEP00033;G00009;D00002;;;;994111200118330;M;MM;Fresh;STORE00474;LS;S03;3,15;Small Shop;Evening
200706;2007-04-03;Tuesday;8;3;PRD0902735;CL00020;DEP00005;G00003;D00001;CUST0000389133;AZ;AT;994105200413278;M;LA;Fresh;STORE00488;MS;N03;1,32;Small Shop;Afternoon
200816;2008-06-12;Thursday;12;1;PRD0904674;CL00067;DEP00019;G00007;D00002;CUST0000505079;BG;AT;994111400495511;L;UM;Fresh;STORE00648;LS;E02;9,33;Full Shop;Afternoon
200747;2008-01-14;Monday;17;1;PRD0901763;CL00075;DEP00022;G00007;D00002;CUST0000697734;CT;BU;994109300588031;M;LA;Grocery;STORE00714;LS;N01;0,96;Small Shop;Evening
200620;2006-07-13;Thursday;11;3;PRD0903612;CL00063;DEP00019;G00007;D00002;CUST0000567323;BG;DI;994101400528083;L;MM;Mixed;STORE01346;LS;N02;2,91;Full Shop;Afternoon
200623;2006-08-03;Thursday;18;1;PRD0904976;CL00040;DEP00010;G00004;D00002;;;;994101700162742;L;MM;Fresh;STORE01229;LS;S01;1,49;Full Shop;Evening
200620;2006-07-15;Saturday;12;3;PRD0902265;CL00159;DEP00054;G00016;D00003;CUST0000401874;AZ;;994101400425072;L;MM;Mixed;STORE01027;SS;W01;2,55;Full Shop;Afternoon
200717;2007-06-20;Wednesday;9;1;PRD0902578;CL00116;DEP00042;G00011;D00003;;;;994106300074182;L;MM;Fresh;STORE00337;MS;S03;1,13;Full Shop;Afternoon
200804;2008-03-21;Friday;15;1;PRD0904871;CL00075;DEP00022;G00007;D00002;CUST0000274865;AZ;BU;994110200334999;M;LA;Mixed;STORE02674;LS;W01;0,93;Top Up;Evening
200731;2007-09-27;Thursday;13;3;PRD0901269;CL00112;DEP00039;G00010;D00003;CUST0000597672;BG;;994107700562542;L;MM;Grocery;STORE01747;LS;E01;2,64;Top Up;Evening
200819;2008-07-05;Saturday;18;1;PRD0900567;CL00138;DEP00048;G00013;D00003;CUST0000782971;CT;AT;994111700676896;L;LA;Mixed;STORE00201;MS;W02;1,24;Top Up;Evening
200804;2008-03-18;Tuesday;21;3;PRD0904735;CL00235;DEP00083;G00028;D00008;;;;994110200078809;L;MM;Mixed;STORE02829;LS;N02;27,72;Top Up;Night
200819;2008-06-30;Monday;19;1;PRD0904695;CL00198;DEP00067;G00021;D00005;CUST0000264599;AZ;CZ;994111700340496;L;LA;Grocery;STORE01338;LS;N02;0,82;Top Up;Night
200802;2008-03-06;Thursday;16;1;PRD0902713;CL00245;DEP00088;G00029;D00008;CUST0000616021;AZ;FN;994110000576762;S;UM;Fresh;STORE01461;LS;E01;7,98;Small Shop;Evening
200718;2007-07-01;Sunday;12;3;PRD0902723;CL00155;DEP00053;G00016;D00003;CUST0000977189;AZ;DI;994106400814213;L;LA;Mixed;STORE01475;LS;S02;4,47;Full Shop;Afternoon
200649;2007-01-29;Monday;9;1;PRD0902649;CL00152;DEP00052;G00015;D00003;CUST0000219713;BG;BU;994104300306171;L;MM;Mixed;STORE00251;SS;S03;1,61;Full Shop;Afternoon
200621;2006-07-18;Tuesday;21;3;PRD0903338;CL00075;DEP00022;G00007;D00002;CUST0000084246;CT;BU;994101500240461;L;UM;Mixed;STORE02206;XLS;S02;2,16;Top Up;Night
200628;2006-09-04;Monday;13;1;PRD0901166;CL00205;DEP00069;G00022;D00005;CUST0000627739;AZ;DI;994102200564886;L;MM;Grocery;STORE00476;LS;E02;0,76;Full Shop;Evening
200815;2008-06-02;Monday;18;1;PRD0902314;CL00153;DEP00052;G00015;D00003;CUST0000565096;CT;CZ;994111300535476;M;MM;Grocery;STORE02750;LS;W02;0,33;Top Up;Evening
200701;2007-03-02;Friday;11;1;PRD0901098;CL00089;DEP00025;G00008;D00002;CUST0000794286;CT;BU;994104700677651;L;MM;Fresh;STORE02299;MS;N03;0,84;Top Up;Afternoon
200618;2006-06-29;Thursday;17;1;PRD0900677;CL00156;DEP00053;G00016;D00003;CUST0000950099;CT;;994101200773888;L;MM;Mixed;STORE02268;MS;N03;0,47;Top Up;Evening
200651;2007-02-13;Tuesday;19;1;PRD0900405;CL00077;DEP00022;G00007;D00002;CUST0000059172;BG;BU;994104500202223;L;MM;Fresh;STORE01316;LS;S01;1,84;Top Up;Night
200618;2006-06-28;Wednesday;13;1;PRD0904769;CL00197;DEP00067;G00021;D00005;CUST0000443626;BG;BU;994101200451343;L;MM;Fresh;STORE01892;MS;S01;1,13;Top Up;Evening
200732;2007-10-03;Wednesday;17;1;PRD0904397;CL00160;DEP00054;G00016;D00003;;;;994107800023106;L;LA;Mixed;STORE01383;LS;S01;1,58;Full Shop;Evening
200637;2006-11-08;Wednesday;20;1;PRD0900802;CL00127;DEP00046;G00013;D00003;CUST0000151324;BG;AT;994103100255333;L;MM;Fresh;STORE00202;LS;W03;1,78;Top Up;Night
200739;2007-11-19;Monday;19;1;PRD0900923;CL00126;DEP00046;G00013;D00003;CUST0000221726;BG;BU;994108500309109;M;UM;Mixed;STORE01113;LS;W02;2,07;Top Up;Night
200723;2007-08-05;Sunday;17;3;PRD0901228;CL00078;DEP00022;G00007;D00002;;;;994106900051701;L;MM;Mixed;STORE01368;MS;E01;2,16;Top Up;Evening
200706;2007-04-08;Sunday;21;3;PRD0901037;CL00162;DEP00055;G00016;D00003;;;;994105200076413;L;MM;Mixed;STORE00782;SS;N01;3,9;Top Up;Night
200806;2008-04-03;Thursday;15;1;PRD0901969;CL00067;DEP00019;G00007;D00002;CUST0000600469;CT;BU;994110400504983;M;UM;Mixed;STORE01725;LS;N02;4,31;Small Shop;Evening
200646;2007-01-08;Monday;17;1;PRD0900066;CL00041;DEP00011;G00004;D00002;CUST0000751675;AZ;;994104000618159;M;MM;Fresh;STORE00768;SS;N03;0,74;Top Up;Evening
200730;2007-09-18;Tuesday;19;1;PRD0901265;CL00030;DEP00008;G00004;D00002;CUST0000569459;CT;DI;994107600523346;L;MM;Mixed;STORE01958;LS;S02;1,91;Full Shop;Night
200727;2007-08-31;Friday;12;1;PRD0903762;CL00134;DEP00047;G00013;D00003;CUST0000881638;AZ;AT;994107300748793;L;LA;Mixed;STORE01891;LS;W03;0,29;Full Shop;Afternoon
200708;2007-04-20;Friday;16;3;PRD0903678;CL00222;DEP00076;G00023;D00005;;;;994105400142634;M;XX;XX;STORE02577;XLS;N01;0,03;XX;Evening
200733;2007-10-14;Sunday;21;1;PRD0904203;CL00067;DEP00019;G00007;D00002;CUST0000587709;AZ;DI;994107900544217;L;MM;Mixed;STORE01711;LS;W01;1,73;Full Shop;Night
200810;2008-05-03;Saturday;21;1;PRD0901837;CL00157;DEP00053;G00016;D00003;CUST0000780437;CT;BU;994110800674278;L;MM;Mixed;STORE01490;LS;E01;0,37;Full Shop;Night
200630;2006-09-19;Tuesday;16;1;PRD0903318;CL00219;DEP00073;G00023;D00005;CUST0000568826;BG;;994102400525717;L;MM;Fresh;STORE02543;LS;E01;0,85;Full Shop;Evening
200802;2008-03-06;Thursday;13;1;PRD0902540;CL00044;DEP00011;G00004;D00002;CUST0000034878;AZ;;994110000194603;S;UM;Fresh;STORE02492;LS;S03;0,19;Small Shop;Evening
200637;2006-11-10;Friday;8;1;PRD0901087;CL00205;DEP00069;G00022;D00005;CUST0000210327;CT;DI;994103100292712;L;MM;Mixed;STORE00611;LS;W02;0,54;Top Up;Afternoon
200722;2007-07-23;Monday;17;1;PRD0901359;CL00201;DEP00067;G00021;D00005;CUST0000215021;AZ;DI;994106800312925;L;MM;Fresh;STORE01350;MS;W03;0,81;Full Shop;Evening
200806;2008-04-03;Thursday;16;1;PRD0901091;CL00058;DEP00016;G00006;D00002;;;;994110400026917;L;MM;Mixed;STORE02703;MS;E01;2,41;Top Up;Evening
200651;2007-02-13;Tuesday;18;3;PRD0904115;CL00010;DEP00003;G00002;D00001;;;;994104500072427;L;MM;Fresh;STORE02515;LS;S03;6,48;Top Up;Evening
200710;2007-05-05;Saturday;20;1;PRD0902913;CL00041;DEP00011;G00004;D00002;CUST0000456767;AZ;AT;994105600469693;L;MM;Mixed;STORE02528;XLS;E02;0,55;Top Up;Night
200617;2006-06-21;Wednesday;17;1;PRD0900058;CL00020;DEP00005;G00003;D00001;CUST0000610467;BG;BU;994101100547595;L;UM;Fresh;STORE00398;LS;N03;1,83;Top Up;Evening
200745;2008-01-05;Saturday;8;1;PRD0904241;CL00164;DEP00055;G00016;D00003;CUST0000967982;AZ;AT;994109100705125;L;MM;Fresh;STORE00679;LS;N03;0,26;Top Up;Afternoon
200630;2006-09-24;Sunday;15;3;PRD0903815;CL00108;DEP00037;G00010;D00003;CUST0000011619;BG;AT;994102400174109;L;UM;Grocery;STORE00936;LS;N01;16,26;Top Up;Evening
200632;2006-10-07;Saturday;15;1;PRD0904934;CL00016;DEP00004;G00003;D00001;CUST0000524971;CT;BU;994102600495674;L;MM;Fresh;STORE00013;LS;N02;0,97;Full Shop;Evening
200612;2006-05-17;Wednesday;14;1;PRD0902739;CL00073;DEP00021;G00007;D00002;;;;994100600119563;L;UM;Fresh;STORE01490;LS;E01;1,41;Top Up;Evening
200703;2007-03-17;Saturday;11;1;PRD0903052;CL00031;DEP00008;G00004;D00002;CUST0000237500;CT;FN;994104900321607;S;UM;Fresh;STORE02818;LS;E01;0,29;Small Shop;Afternoon
200650;2007-02-11;Sunday;13;1;PRD0904832;CL00157;DEP00053;G00016;D00003;CUST0000077707;CT;FN;994104400213393;L;MM;Fresh;STORE00015;LS;E02;0,87;Full Shop;Evening
200617;2006-06-24;Saturday;15;1;PRD0903081;CL00104;DEP00036;G00010;D00003;;;;994101100081156;L;MM;Mixed;STORE02410;LS;N01;1,81;Full Shop;Evening
200810;2008-04-29;Tuesday;20;1;PRD0900121;CL00063;DEP00019;G00007;D00002;CUST0000859473;AZ;AT;994110800725623;M;MM;Fresh;STORE00013;LS;N02;0,98;Top Up;Night
200612;2006-05-20;Saturday;13;1;PRD0900596;CL00199;DEP00067;G00021;D00005;CUST0000394936;CT;AT;994100600406557;M;UM;Mixed;STORE02286;LS;W03;0,7;Top Up;Evening
200724;2007-08-12;Sunday;13;1;PRD0904534;CL00003;DEP00002;G00001;D00001;;;;994107000125519;M;MM;Fresh;STORE01774;MS;W03;0,92;Top Up;Evening
200805;2008-03-27;Thursday;21;3;PRD0904963;CL00150;DEP00052;G00015;D00003;CUST0000535434;BG;BU;994110300502861;L;MM;Mixed;STORE00729;XLS;W03;2,43;Top Up;Night
200641;2006-12-10;Sunday;11;3;PRD0903678;CL00222;DEP00076;G00023;D00005;CUST0000975849;BG;;994103500782828;L;UM;Fresh;STORE00877;LS;N01;0,03;Top Up;Afternoon
200641;2006-12-06;Wednesday;20;1;PRD0900265;CL00163;DEP00055;G00016;D00003;CUST0000730462;CT;FN;994103500623882;M;UM;Fresh;STORE01614;LS;S02;0,94;Small Shop;Night
200616;2006-06-17;Saturday;14;5;PRD0903388;CL00114;DEP00041;G00011;D00003;CUST0000350837;AZ;DI;994101000393042;L;MM;Mixed;STORE00359;XLS;N01;2,45;Top Up;Evening
200719;2007-07-07;Saturday;15;3;PRD0903399;CL00157;DEP00053;G00016;D00003;CUST0000572290;CT;EQ;994106500551159;L;LA;Grocery;STORE02685;LS;N03;1,86;Top Up;Evening
200752;2008-02-24;Sunday;14;1;PRD0904366;CL00079;DEP00022;G00007;D00002;CUST0000284286;BG;DI;994109800353427;L;MM;Mixed;STORE02619;LS;S02;1,25;Full Shop;Evening
200641;2006-12-05;Tuesday;15;3;PRD0902234;CL00076;DEP00022;G00007;D00002;;;;994103500032993;L;UM;Fresh;STORE02705;MS;N01;7,83;Top Up;Evening
200638;2006-11-18;Saturday;21;1;PRD0902453;CL00160;DEP00054;G00016;D00003;CUST0000992509;AZ;AT;994103200794098;S;MM;Grocery;STORE00537;SS;W01;0,28;Small Shop;Night
200621;2006-07-19;Wednesday;18;1;PRD0901394;CL00113;DEP00040;G00011;D00003;CUST0000776861;AZ;AT;994101500686443;L;MM;Mixed;STORE01695;LS;W02;0,55;Top Up;Evening
200743;2007-12-22;Saturday;19;3;PRD0904799;CL00092;DEP00027;G00008;D00002;CUST0000087589;AZ;;994108900248154;L;LA;Fresh;STORE02007;MS;E02;1,14;Top Up;Night
200647;2007-01-16;Tuesday;21;1;PRD0901092;CL00140;DEP00049;G00014;D00003;CUST0000479757;CT;;994104100452901;L;LA;Mixed;STORE00423;LS;S02;2,61;Full Shop;Night
200747;2008-01-15;Tuesday;19;1;PRD0901939;CL00016;DEP00004;G00003;D00001;CUST0000572834;BG;AT;994109300509915;L;MM;Fresh;STORE02576;LS;S02;2,16;Top Up;Night
200616;2006-06-13;Tuesday;15;1;PRD0904780;CL00031;DEP00008;G00004;D00002;CUST0000913285;CT;AT;994101000753894;M;MM;Fresh;STORE02725;LS;N01;1,67;Small Shop;Evening
200622;2006-07-25;Tuesday;11;1;PRD0900336;CL00006;DEP00002;G00001;D00001;CUST0000033703;CT;BU;994101600202463;M;UM;Fresh;STORE00241;MS;E01;0,5;Small Shop;Afternoon
200649;2007-01-31;Wednesday;11;1;PRD0904318;CL00007;DEP00003;G00002;D00001;CUST0000215512;CT;FN;994104300303528;L;MM;Fresh;STORE01051;MS;S02;1,3;Top Up;Afternoon
200717;2007-06-21;Thursday;14;3;PRD0901821;CL00151;DEP00052;G00015;D00003;CUST0000077876;AZ;FN;994106300220041;L;LA;Mixed;STORE00877;LS;N01;1,05;Full Shop;Evening
200618;2006-06-29;Thursday;20;1;PRD0903067;CL00067;DEP00019;G00007;D00002;CUST0000984802;CT;BU;994101200795916;L;MM;Fresh;STORE01783;LS;W02;2,01;Top Up;Night
200634;2006-10-18;Wednesday;11;1;PRD0901407;CL00148;DEP00052;G00015;D00003;CUST0000677683;AZ;AT;994102800584929;L;LA;Mixed;STORE02403;LS;E02;0,34;Top Up;Afternoon
200650;2007-02-07;Wednesday;10;1;PRD0902767;CL00050;DEP00013;G00005;D00002;CUST0000766977;CT;CZ;994104400650338;L;UM;Mixed;STORE00235;MS;E02;3,96;Top Up;Afternoon
200801;2008-02-29;Friday;9;1;PRD0901068;CL00058;DEP00016;G00006;D00002;CUST0000881503;BG;BU;994109900747456;S;UM;Fresh;STORE02427;SS;S01;3,52;Small Shop;Afternoon
200739;2007-11-19;Monday;15;1;PRD0902103;CL00067;DEP00019;G00007;D00002;CUST0000261060;AZ;DI;994108500334982;L;LA;Mixed;STORE01367;MS;E03;1,92;Top Up;Evening
200624;2006-08-08;Tuesday;15;1;PRD0901414;CL00160;DEP00054;G00016;D00003;CUST0000936202;CT;;994101800738519;S;MM;Mixed;STORE00358;MS;S02;0,53;Small Shop;Evening
200641;2006-12-08;Friday;20;1;PRD0904250;CL00045;DEP00011;G00004;D00002;CUST0000963040;CT;BU;994103500774430;L;UM;Mixed;STORE00844;LS;N01;2,49;Full Shop;Night
200704;2007-03-22;Thursday;17;1;PRD0901480;CL00044;DEP00011;G00004;D00002;CUST0000762237;CT;BU;994105000654696;L;MM;Mixed;STORE02806;LS;S01;1,07;Full Shop;Evening
200807;2008-04-11;Friday;12;5;PRD0901294;CL00033;DEP00008;G00004;D00002;CUST0000404970;BG;EQ;994110500430392;L;UM;Fresh;STORE00288;LS;S03;8,65;Top Up;Afternoon
200621;2006-07-21;Friday;9;1;PRD0900466;CL00049;DEP00012;G00004;D00002;CUST0000830768;CT;AT;994101500721130;L;MM;Mixed;STORE02024;SS;N01;0,7;Top Up;Afternoon
200642;2006-12-11;Monday;21;1;PRD0902213;CL00160;DEP00054;G00016;D00003;CUST0000574237;CT;DI;994103600531630;L;LA;Grocery;STORE02003;LS;E02;1,87;Top Up;Night
200724;2007-08-11;Saturday;12;3;PRD0902121;CL00151;DEP00052;G00015;D00003;CUST0000435297;AZ;BU;994107000457119;M;MM;Mixed;STORE00648;LS;E02;3,87;Small Shop;Afternoon
200622;2006-07-27;Thursday;16;3;PRD0901347;CL00072;DEP00021;G00007;D00002;CUST0000422680;BG;DI;994101600447809;L;MM;Fresh;STORE02282;LS;N03;8,97;Full Shop;Evening
200611;2006-05-13;Saturday;13;3;PRD0903115;CL00149;DEP00052;G00015;D00003;CUST0000617387;CT;DI;994100500538691;M;MM;Grocery;STORE00560;LS;W03;1,53;Small Shop;Evening
200716;2007-06-15;Friday;17;1;PRD0904143;CL00209;DEP00069;G00022;D00005;;;;994106200047032;M;MM;Fresh;STORE02429;SS;S02;0,52;Small Shop;Evening
200747;2008-01-15;Tuesday;18;1;PRD0902029;CL00031;DEP00008;G00004;D00002;CUST0000990554;AZ;DI;994109300769729;L;MM;Fresh;STORE02283;LS;W01;1,0;Full Shop;Evening
200651;2007-02-16;Friday;17;1;PRD0904248;CL00079;DEP00022;G00007;D00002;CUST0000086303;BG;BU;994104500219784;M;MM;Fresh;STORE00877;LS;N01;1,19;Small Shop;Evening
200722;2007-07-28;Saturday;16;1;PRD0902008;CL00018;DEP00005;G00003;D00001;CUST0000592055;AZ;EQ;994106800555991;M;LA;Fresh;STORE00829;XLS;S03;0,67;Small Shop;Evening
200815;2008-06-02;Monday;13;1;PRD0903052;CL00031;DEP00008;G00004;D00002;CUST0000885471;BG;DI;994111300744925;M;MM;Nonfood;STORE00992;LS;N02;0,44;Small Shop;Evening
200607;2006-04-11;Tuesday;11;1;PRD0902898;CL00037;DEP00010;G00004;D00002;CUST0000318710;CT;BU;994100000000000;L;UM;Fresh;STORE02053;LS;N02;1,56;Top Up;Afternoon
200741;2007-12-06;Thursday;9;1;PRD0902859;CL00069;DEP00020;G00007;D00002;CUST0000151941;CT;BU;994108700259292;L;MM;Fresh;STORE02599;LS;W01;0,76;Full Shop;Afternoon
200642;2006-12-16;Saturday;17;3;PRD0901046;CL00116;DEP00042;G00011;D00003;CUST0000327056;AZ;BU;994103600370487;L;MM;Fresh;STORE01546;LS;W02;3,63;Full Shop;Evening
